dataset,target_mode,k_eval,candidate_k,delta,p_near,b_type,alpha,beta,pseudo_pool_k,pseudo_top_m,num_samples,num_valid_samples,num_surrogate_valid_samples,num_rankable_samples,num_aer_effective_samples,num_pc_effective_samples,aer_at_k,path_coverage_at_k,score
webqsp,pseudo,20,500,3,10,20,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.774792,0.848688,0.81174
webqsp,pseudo,20,500,3,10,24,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.774792,0.848688,0.81174
webqsp,pseudo,20,500,3,10,32,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.774792,0.848688,0.81174
webqsp,pseudo,20,500,3,10,16,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.774687,0.848688,0.811687
webqsp,pseudo,20,500,3,10,12,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.774563,0.848688,0.811626
webqsp,pseudo,20,500,3,10,8,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.77404,0.848078,0.811059
webqsp,pseudo,20,500,3,12,20,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.773184,0.848688,0.810936
webqsp,pseudo,20,500,3,12,24,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.773184,0.848688,0.810936
webqsp,pseudo,20,500,3,12,32,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.773184,0.848688,0.810936
webqsp,pseudo,20,500,3,12,16,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.773122,0.848688,0.810905
webqsp,pseudo,20,500,3,12,8,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.773094,0.848688,0.810891
webqsp,pseudo,20,500,3,12,12,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.773094,0.848688,0.810891
webqsp,pseudo,20,500,5,14,20,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776194,0.844417,0.810306
webqsp,pseudo,20,500,5,14,24,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776194,0.844417,0.810306
webqsp,pseudo,20,500,5,14,32,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776194,0.844417,0.810306
webqsp,pseudo,20,500,6,14,20,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776194,0.844417,0.810306
webqsp,pseudo,20,500,6,14,24,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776194,0.844417,0.810306
webqsp,pseudo,20,500,6,14,32,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776194,0.844417,0.810306
webqsp,pseudo,20,500,5,14,8,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776166,0.844417,0.810292
webqsp,pseudo,20,500,5,14,12,0.5,0.2,100,3,1639,1639,1637,1638,1559,1559,0.776166,0.844417,0.810292
